,year,team_1,seed_1,round_1,current_round,team_2,seed_2,round_2,badj_em_1,badj_o_1,badj_d_1,wab_1,barthag_1,talent_1,elite_sos_1,win_percent_1,pppo_1,k_off_1,avg_hgt_1,badj_em_2,badj_o_2,badj_d_2,wab_2,barthag_2,talent_2,elite_sos_2,win_percent_2,pppo_2,k_off_2,avg_hgt_2,winner,badj_em_diff,badj_o_diff,badj_d_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff,avg_hgt_diff
436,2015,Duke,1,1,64,Robert Morris,16,64,31.5,93.1,124.6,10.7,0.966,95.491,33.93,87.87879,1.202,120.499,77.534,-2.8,124.6,93.1,-8.6,0.421,0.888,11.81,57.57576,1.026,103.062,76.894,1,34.3,-31.5,31.5,19.299999999999997,0.5449999999999999,94.603,22.119999999999997,30.303029999999993,0.17599999999999993,17.436999999999998,0.6400000000000006
437,2015,San Diego St.,8,32,64,St. John's,9,64,15.6,86.9,102.5,1.3,0.87,55.636,19.89,75.75758,1.008,100.656,78.713,15.8,102.5,86.9,2.4,0.857,73.416,32.181,64.51613,1.042,104.366,76.84,1,-0.20000000000000107,-15.599999999999994,15.599999999999994,-1.0999999999999999,0.013000000000000012,-17.779999999999994,-12.290999999999997,11.24145,-0.03400000000000003,-3.7099999999999937,1.8729999999999905
438,2015,Utah,5,16,64,Stephen F. Austin,12,64,26.2,88.9,115.1,3.7,0.951,27.543,27.56,74.19355,1.139,113.65,77.76,12.7,115.1,88.9,1.2,0.801,0.2,12.66,86.66667,1.159,115.74,75.281,1,13.5,-26.19999999999999,26.19999999999999,2.5,0.1499999999999999,27.343,14.899999999999999,-12.473119999999994,-0.020000000000000018,-2.089999999999989,2.478999999999999
439,2015,Georgetown,4,32,64,Eastern Washington,13,64,18.3,93.2,111.5,3.8,0.887,84.19,32.914,67.74194,1.076,107.548,78.19,3.3,111.5,93.2,-2.6,0.586,0.557,12.026,74.19355,1.151,114.793,77.278,1,15.0,-18.299999999999997,18.299999999999997,6.4,0.30100000000000005,83.633,20.888,-6.451610000000002,-0.07499999999999996,-7.2450000000000045,0.9119999999999919
440,2015,SMU,6,64,64,UCLA,11,16,16.7,94.5,111.2,3.1,0.867,51.046,20.21,81.25,1.098,109.913,77.458,13.2,111.2,94.5,0.0,0.813,74.717,29.935,60.60606,1.059,105.49,78.269,0,3.5,-16.700000000000003,16.700000000000003,3.1,0.05400000000000005,-23.671,-9.724999999999998,20.64394,0.039000000000000146,4.423000000000002,-0.811000000000007
441,2015,Iowa St.,3,64,64,UAB,14,32,21.4,96.7,118.1,7.1,0.909,43.965,33.687,75.75758,1.122,112.195,77.31,1.4,118.1,96.7,-7.5,0.54,31.578,16.263,54.54545,1.01,101.144,76.763,0,20.0,-21.39999999999999,21.39999999999999,14.6,0.369,12.387000000000004,17.423999999999996,21.212130000000002,0.1120000000000001,11.050999999999988,0.546999999999997
442,2015,Iowa,7,32,64,Davidson,10,64,20.5,92.6,113.1,2.1,0.909,58.944,30.508,65.625,1.07,107.06,78.765,16.9,113.1,92.6,1.7,0.853,6.209,20.72,76.66667,1.173,117.158,75.898,1,3.6000000000000014,-20.5,20.5,0.40000000000000013,0.05600000000000005,52.735,9.788,-11.041669999999996,-0.10299999999999998,-10.097999999999999,2.8670000000000044
443,2015,Gonzaga,2,8,64,North Dakota St.,15,64,27.5,92.9,120.4,7.8,0.952,61.37,20.733,93.93939,1.2,120.007,78.235,-0.4,120.4,92.9,-4.0,0.489,4.013,11.808,70.0,1.029,103.552,76.631,1,27.9,-27.5,27.5,11.8,0.46299999999999997,57.357,8.925,23.939390000000003,0.17100000000000004,16.455,1.6039999999999992
444,2015,Kentucky,1,4,32,Cincinnati,8,32,35.5,83.5,119.0,13.1,0.983,95.498,27.097,100.0,1.16,115.91,79.292,13.9,119.0,83.5,-1.3,0.833,58.388,18.539,68.75,1.037,104.058,77.594,1,21.6,-35.5,35.5,14.4,0.15000000000000002,37.11000000000001,8.558,31.25,0.123,11.85199999999999,1.6980000000000075
445,2015,West Virginia,5,16,32,Maryland,4,32,17.6,92.9,110.5,4.1,0.88,49.102,29.931,71.875,1.061,106.429,76.541,16.0,110.5,92.9,6.9,0.859,69.338,29.027,81.81818,1.065,106.605,78.33,1,1.6000000000000014,-17.599999999999994,17.599999999999994,-2.8000000000000007,0.02100000000000002,-20.235999999999997,0.9039999999999999,-9.943179999999998,-0.0040000000000000036,-0.17600000000000193,-1.7890000000000015
446,2015,Butler,6,32,32,Notre Dame,3,8,18.8,89.7,108.5,3.5,0.899,52.49,31.075,68.75,1.065,106.552,76.992,24.6,108.5,89.7,8.6,0.927,78.911,30.379,85.29412,1.213,121.259,77.249,0,-5.800000000000001,-18.799999999999997,18.799999999999997,-5.1,-0.028000000000000025,-26.421,0.695999999999998,-16.544120000000007,-0.14800000000000013,-14.706999999999994,-0.2569999999999908
447,2015,Wichita St.,7,16,32,Kansas,2,32,22.4,91.7,114.1,4.2,0.925,11.93,18.668,87.09677,1.117,111.943,75.619,22.3,114.1,91.7,9.0,0.926,83.717,37.228,76.47059,1.062,106.342,77.516,1,0.09999999999999787,-22.39999999999999,22.39999999999999,-4.8,-0.0010000000000000009,-71.787,-18.560000000000002,10.626180000000005,0.05499999999999994,5.600999999999999,-1.8970000000000056
448,2015,Wisconsin,1,2,32,Oregon,8,32,34.3,92.1,126.4,11.4,0.974,67.699,30.284,91.17647,1.205,120.495,79.203,13.1,126.4,92.1,3.0,0.806,54.645,26.458,72.72727,1.09,108.976,76.753,1,21.199999999999996,-34.30000000000001,34.30000000000001,8.4,0.16799999999999993,13.053999999999995,3.8260000000000005,18.44919999999999,0.11499999999999999,11.519000000000005,2.450000000000003
449,2015,Arkansas,5,32,32,North Carolina,4,16,16.3,97.0,113.3,3.8,0.857,61.527,25.539,76.47059,1.102,109.877,77.545,26.7,113.3,97.0,6.5,0.95,89.438,38.128,68.57143,1.114,111.24,77.336,0,-10.399999999999999,-16.299999999999997,16.299999999999997,-2.7,-0.09299999999999997,-27.911,-12.588999999999999,7.899159999999995,-0.01200000000000001,-1.3629999999999995,0.20900000000000318
450,2015,Xavier,6,16,32,Georgia St.,14,32,18.8,96.2,115.0,1.4,0.886,55.641,30.82,61.76471,1.094,109.333,77.273,10.6,115.0,96.2,-3.0,0.764,39.26,13.113,71.875,1.086,108.62,76.722,1,8.200000000000001,-18.799999999999997,18.799999999999997,4.4,0.122,16.381,17.707,-10.110289999999999,0.008000000000000007,0.7129999999999939,0.5510000000000019
451,2015,Ohio St.,10,32,32,Arizona,2,8,21.4,92.8,114.2,2.5,0.916,88.173,28.047,69.69697,1.142,113.772,77.558,29.0,114.2,92.8,9.0,0.965,82.563,24.455,91.17647,1.14,113.625,77.836,0,-7.600000000000001,-21.400000000000006,21.400000000000006,-6.5,-0.04899999999999993,5.609999999999999,3.5920000000000023,-21.4795,0.0020000000000000018,0.14700000000000557,-0.2779999999999916
452,2015,Villanova,1,32,32,North Carolina St.,8,16,29.3,91.4,120.7,11.3,0.961,67.053,27.643,94.11765,1.163,116.619,77.403,16.0,120.7,91.4,1.1,0.852,79.763,32.14,60.60606,1.084,108.152,77.566,0,13.3,-29.299999999999997,29.299999999999997,10.200000000000001,0.10899999999999999,-12.710000000000008,-4.497,33.51159,0.07899999999999996,8.466999999999999,-0.1629999999999967
453,2015,Northern Iowa,5,32,32,Louisville,4,8,21.8,92.2,114.0,5.4,0.92,47.901,17.742,90.90909,1.12,112.497,76.839,21.3,114.0,92.2,5.8,0.926,79.783,32.346,75.0,1.041,103.478,76.847,0,0.5,-21.799999999999997,21.799999999999997,-0.39999999999999947,-0.006000000000000005,-31.881999999999998,-14.603999999999996,15.909090000000006,0.07900000000000018,9.019000000000005,-0.007999999999995566
454,2015,Dayton,11,32,32,Oklahoma,3,16,11.7,94.8,106.5,0.8,0.792,46.592,18.021,75.75758,1.056,105.537,75.992,22.7,106.5,94.8,4.5,0.935,58.549,33.364,68.75,1.048,104.826,76.85,0,-11.0,-11.700000000000003,11.700000000000003,-3.7,-0.14300000000000002,-11.957,-15.342999999999996,7.007580000000004,0.008000000000000007,0.7110000000000127,-0.8579999999999899
455,2015,Michigan St.,7,4,32,Virginia,2,32,22.2,92.6,114.8,3.1,0.922,62.703,31.101,67.64706,1.106,110.854,76.178,29.9,114.8,92.6,10.0,0.972,73.465,30.179,90.625,1.108,110.716,78.344,1,-7.699999999999999,-22.200000000000003,22.200000000000003,-6.9,-0.04999999999999993,-10.762,0.9220000000000006,-22.977940000000004,-0.0020000000000000018,0.13800000000000523,-2.165999999999997
456,2015,Duke,1,1,32,San Diego St.,8,32,31.5,93.1,124.6,10.7,0.966,95.491,33.93,87.87879,1.202,120.499,77.534,15.6,124.6,93.1,1.3,0.87,55.636,19.89,75.75758,1.008,100.656,78.713,1,15.9,-31.5,31.5,9.399999999999999,0.09599999999999997,39.855,14.04,12.12120999999999,0.19399999999999995,19.84299999999999,-1.1789999999999878
457,2015,Utah,5,16,32,Georgetown,4,32,26.2,88.9,115.1,3.7,0.951,27.543,27.56,74.19355,1.139,113.65,77.76,18.3,115.1,88.9,3.8,0.887,84.19,32.914,67.74194,1.076,107.548,78.19,1,7.899999999999999,-26.19999999999999,26.19999999999999,-0.09999999999999964,0.06399999999999995,-56.647,-5.354000000000003,6.451610000000002,0.06299999999999994,6.102000000000004,-0.4299999999999926
458,2015,UCLA,11,16,32,UAB,14,32,13.2,96.9,110.1,0.0,0.813,74.717,29.935,60.60606,1.059,105.49,78.269,1.4,110.1,96.9,-7.5,0.54,31.578,16.263,54.54545,1.01,101.144,76.763,1,11.799999999999999,-13.199999999999989,13.199999999999989,7.5,0.2729999999999999,43.138999999999996,13.671999999999997,6.060609999999997,0.04899999999999993,4.345999999999989,1.5060000000000002
459,2015,Iowa,7,32,32,Gonzaga,2,8,20.5,92.6,113.1,2.1,0.909,58.944,30.508,65.625,1.07,107.06,78.765,27.5,113.1,92.6,7.8,0.952,61.37,20.733,93.93939,1.2,120.007,78.235,0,-7.0,-20.5,20.5,-5.699999999999999,-0.04299999999999993,-2.425999999999995,9.774999999999999,-28.314390000000003,-0.1299999999999999,-12.947000000000003,0.5300000000000011
460,2015,Kentucky,1,4,16,West Virginia,5,16,35.5,83.5,119.0,13.1,0.983,95.498,27.097,100.0,1.16,115.91,79.292,17.6,119.0,83.5,4.1,0.88,49.102,29.931,71.875,1.061,106.429,76.541,1,17.9,-35.5,35.5,9.0,0.10299999999999998,46.39600000000001,-2.8339999999999996,28.125,0.09899999999999998,9.480999999999995,2.7510000000000048
461,2015,Notre Dame,3,8,16,Wichita St.,7,16,24.6,99.8,124.4,8.6,0.927,78.911,30.379,85.29412,1.213,121.259,77.249,22.4,124.4,99.8,4.2,0.925,11.93,18.668,87.09677,1.117,111.943,75.619,1,2.200000000000003,-24.60000000000001,24.60000000000001,4.3999999999999995,0.0020000000000000018,66.981,11.711000000000002,-1.8026499999999999,0.09600000000000009,9.316000000000003,1.6299999999999955
462,2015,Wisconsin,1,2,16,North Carolina,4,16,34.3,92.1,126.4,11.4,0.974,67.699,30.284,91.17647,1.205,120.495,79.203,26.7,126.4,92.1,6.5,0.95,89.438,38.128,68.57143,1.114,111.24,77.336,1,7.599999999999998,-34.30000000000001,34.30000000000001,4.9,0.02400000000000002,-21.739000000000004,-7.844000000000001,22.60503999999999,0.09099999999999997,9.25500000000001,1.8670000000000044
463,2015,Xavier,6,16,16,Arizona,2,8,18.8,96.2,115.0,1.4,0.886,55.641,30.82,61.76471,1.094,109.333,77.273,29.0,115.0,96.2,9.0,0.965,82.563,24.455,91.17647,1.14,113.625,77.836,0,-10.2,-18.799999999999997,18.799999999999997,-7.6,-0.07899999999999996,-26.922000000000004,6.365000000000002,-29.411759999999994,-0.04599999999999982,-4.292000000000002,-0.5630000000000024
464,2015,North Carolina St.,8,16,16,Louisville,4,8,16.0,97.3,113.3,1.1,0.852,79.763,32.14,60.60606,1.084,108.152,77.566,21.3,113.3,97.3,5.8,0.926,79.783,32.346,75.0,1.041,103.478,76.847,0,-5.300000000000001,-16.0,16.0,-4.699999999999999,-0.07400000000000007,-0.01999999999999602,-0.20599999999999596,-14.39394,0.04300000000000015,4.674000000000007,0.7190000000000083
465,2015,Oklahoma,3,16,16,Michigan St.,7,4,22.7,87.3,110.0,4.5,0.935,58.549,33.364,68.75,1.048,104.826,76.85,22.2,110.0,87.3,3.1,0.922,62.703,31.101,67.64706,1.106,110.854,76.178,0,0.5,-22.700000000000003,22.700000000000003,1.4,0.013000000000000012,-4.1540000000000035,2.262999999999998,1.1029400000000038,-0.05800000000000005,-6.028000000000006,0.671999999999997
466,2015,Duke,1,1,16,Utah,5,16,31.5,93.1,124.6,10.7,0.966,95.491,33.93,87.87879,1.202,120.499,77.534,26.2,124.6,93.1,3.7,0.951,27.543,27.56,74.19355,1.139,113.65,77.76,1,5.300000000000001,-31.5,31.5,6.999999999999999,0.015000000000000013,67.94800000000001,6.370000000000001,13.685239999999993,0.06299999999999994,6.8489999999999895,-0.2259999999999991
467,2015,UCLA,11,16,16,Gonzaga,2,8,13.2,96.9,110.1,0.0,0.813,74.717,29.935,60.60606,1.059,105.49,78.269,27.5,110.1,96.9,7.8,0.952,61.37,20.733,93.93939,1.2,120.007,78.235,0,-14.3,-13.199999999999989,13.199999999999989,-7.8,-0.139,13.347000000000001,9.201999999999998,-33.333330000000004,-0.14100000000000001,-14.51700000000001,0.034000000000006025
468,2015,Kentucky,1,4,8,Notre Dame,3,8,35.5,83.5,119.0,13.1,0.983,95.498,27.097,100.0,1.16,115.91,79.292,24.6,119.0,83.5,8.6,0.927,78.911,30.379,85.29412,1.213,121.259,77.249,1,10.899999999999999,-35.5,35.5,4.5,0.05599999999999994,16.587000000000003,-3.282,14.705879999999993,-0.05300000000000016,-5.349000000000004,2.0430000000000064
469,2015,Wisconsin,1,2,8,Arizona,2,8,34.3,92.1,126.4,11.4,0.974,67.699,30.284,91.17647,1.205,120.495,79.203,29.0,126.4,92.1,9.0,0.965,82.563,24.455,91.17647,1.14,113.625,77.836,1,5.299999999999997,-34.30000000000001,34.30000000000001,2.4000000000000004,0.009000000000000008,-14.864000000000004,5.829000000000001,0.0,0.06500000000000017,6.8700000000000045,1.3670000000000044
470,2015,Louisville,4,8,8,Michigan St.,7,4,21.3,86.6,107.9,5.8,0.926,79.783,32.346,75.0,1.041,103.478,76.847,22.2,107.9,86.6,3.1,0.922,62.703,31.101,67.64706,1.106,110.854,76.178,0,-0.8999999999999986,-21.30000000000001,21.30000000000001,2.6999999999999997,0.0040000000000000036,17.08,1.2449999999999974,7.352940000000004,-0.06500000000000017,-7.376000000000005,0.6689999999999969
471,2015,Duke,1,1,8,Gonzaga,2,8,31.5,93.1,124.6,10.7,0.966,95.491,33.93,87.87879,1.202,120.499,77.534,27.5,124.6,93.1,7.8,0.952,61.37,20.733,93.93939,1.2,120.007,78.235,1,4.0,-31.5,31.5,2.8999999999999995,0.014000000000000012,34.121,13.197,-6.060600000000008,0.0020000000000000018,0.4919999999999902,-0.7009999999999934
472,2015,Kentucky,1,4,4,Wisconsin,1,2,35.5,83.5,119.0,13.1,0.983,95.498,27.097,100.0,1.16,115.91,79.292,34.3,119.0,83.5,11.4,0.974,67.699,30.284,91.17647,1.205,120.495,79.203,0,1.2000000000000028,-35.5,35.5,1.6999999999999993,0.009000000000000008,27.799000000000007,-3.1869999999999976,8.823530000000005,-0.04500000000000015,-4.585000000000008,0.08899999999999864
473,2015,Michigan St.,7,4,4,Duke,1,1,22.2,92.6,114.8,3.1,0.922,62.703,31.101,67.64706,1.106,110.854,76.178,31.5,114.8,92.6,10.7,0.966,95.491,33.93,87.87879,1.202,120.499,77.534,0,-9.3,-22.200000000000003,22.200000000000003,-7.6,-0.04399999999999993,-32.788,-2.8290000000000006,-20.23173,-0.09599999999999986,-9.644999999999996,-1.3560000000000088
474,2015,Wisconsin,1,2,2,Duke,1,1,34.3,92.1,126.4,11.4,0.974,67.699,30.284,91.17647,1.205,120.495,79.203,31.5,126.4,92.1,10.7,0.966,95.491,33.93,87.87879,1.202,120.499,77.534,0,2.799999999999997,-34.30000000000001,34.30000000000001,0.7000000000000011,0.008000000000000007,-27.792,-3.646000000000001,3.2976799999999997,0.0030000000000001137,-0.003999999999990678,1.668999999999997
475,2014,Florida,1,4,64,Albany,16,64,27.1,88.8,115.9,11.7,0.955,69.322,29.067,94.11765,1.114,111.583,77.511,-1.9,115.9,88.8,-8.6,0.447,0.235,10.783,56.25,1.035,103.577,76.803,1,29.0,-27.10000000000001,27.10000000000001,20.299999999999997,0.508,69.087,18.284,37.86765,0.07900000000000018,8.006,0.7079999999999984
476,2014,Colorado,8,64,64,Pittsburgh,9,32,12.3,95.7,108.0,2.4,0.801,65.69,28.422,67.64706,1.043,103.716,77.977,22.7,108.0,95.7,4.1,0.923,74.729,27.298,73.52941,1.133,112.86,77.463,0,-10.399999999999999,-12.299999999999997,12.299999999999997,-1.6999999999999997,-0.122,-9.039000000000001,1.1240000000000023,-5.882350000000002,-0.09000000000000008,-9.144000000000005,0.51400000000001
477,2014,VCU,5,64,64,Stephen F. Austin,12,32,18.0,89.8,107.8,3.6,0.891,34.176,23.556,76.47059,1.051,105.321,76.386,10.2,107.8,89.8,1.7,0.752,0.2,7.349,93.54839,1.16,116.078,75.226,0,7.800000000000001,-18.0,18.0,1.9000000000000001,0.139,33.976,16.207,-17.077799999999996,-0.10899999999999999,-10.757000000000005,1.1599999999999966
478,2014,UCLA,4,16,64,Tulsa,13,64,21.6,96.9,118.5,4.5,0.91,82.764,25.87,76.47059,1.155,115.426,78.78,8.8,118.5,96.9,-3.6,0.73,7.721,17.432,63.63636,1.055,105.665,76.546,1,12.8,-21.599999999999994,21.599999999999994,8.1,0.18000000000000005,75.04299999999999,8.438000000000002,12.834229999999998,0.10000000000000009,9.760999999999996,2.2339999999999947
479,2014,Ohio St.,6,64,64,Dayton,11,8,20.9,88.4,109.3,4.5,0.92,83.039,28.439,73.52941,1.066,106.678,77.464,12.6,109.3,88.4,0.6,0.795,40.971,21.556,69.69697,1.109,110.764,76.824,0,8.299999999999999,-20.89999999999999,20.89999999999999,3.9,0.125,42.068000000000005,6.882999999999999,3.8324400000000054,-0.04299999999999993,-4.0859999999999985,0.6400000000000006
480,2014,Syracuse,3,32,64,Western Michigan,14,64,21.8,93.5,115.3,7.9,0.918,87.563,28.889,84.375,1.119,111.717,78.485,2.9,115.3,93.5,-2.9,0.58,9.135,12.19,70.96774,1.067,106.304,77.081,1,18.900000000000002,-21.799999999999997,21.799999999999997,10.8,0.3380000000000001,78.428,16.698999999999998,13.407259999999994,0.052000000000000046,5.412999999999997,1.4039999999999964
481,2014,New Mexico,7,64,64,Stanford,10,16,16.7,97.1,113.8,4.4,0.861,19.974,21.24,81.81818,1.12,111.799,78.348,14.7,113.8,97.1,1.1,0.834,73.42,28.957,63.63636,1.091,108.976,78.449,0,2.0,-16.700000000000003,16.700000000000003,3.3000000000000003,0.027000000000000024,-53.446,-7.717000000000002,18.181819999999995,0.029000000000000137,2.8230000000000075,-0.10099999999999909
482,2014,Kansas,2,32,64,Eastern Kentucky,15,64,24.7,95.5,120.2,6.9,0.934,89.062,35.326,72.72727,1.149,115.053,77.614,3.3,120.2,95.5,-3.3,0.586,1.4,12.669,70.96774,1.149,114.893,75.772,1,21.4,-24.700000000000003,24.700000000000003,10.2,0.3480000000000001,87.66199999999999,22.657,1.759529999999998,0.0,0.1599999999999966,1.8419999999999987
483,2014,Virginia,1,16,64,Coastal Carolina,16,64,24.8,88.4,113.2,8.2,0.945,71.947,30.369,82.35294,1.086,108.671,78.348,-5.2,113.2,88.4,-7.7,0.355,3.527,9.213,60.0,1.019,102.067,76.7,1,30.0,-24.799999999999997,24.799999999999997,15.899999999999999,0.59,68.42,21.156,22.352940000000004,0.06700000000000017,6.604000000000013,1.6479999999999961
484,2014,Memphis,8,32,64,George Washington,9,64,16.1,96.3,112.4,2.8,0.855,69.609,28.502,70.96774,1.081,107.885,76.699,13.9,112.4,96.3,3.2,0.825,27.304,24.145,75.0,1.073,107.234,78.002,1,2.200000000000001,-16.10000000000001,16.10000000000001,-0.40000000000000036,0.030000000000000027,42.30499999999999,4.356999999999999,-4.032259999999994,0.008000000000000007,0.6510000000000105,-1.3029999999999973
485,2014,Cincinnati,5,64,64,Harvard,12,32,17.5,91.1,108.6,5.3,0.883,51.198,24.925,81.81818,1.079,107.367,77.546,16.3,108.6,91.1,2.2,0.861,23.108,13.951,86.2069,1.119,111.823,76.561,0,1.1999999999999993,-17.5,17.5,3.0999999999999996,0.02200000000000002,28.09,10.974,-4.388720000000006,-0.040000000000000036,-4.455999999999989,0.9849999999999994
486,2014,Michigan St.,4,8,64,Delaware,13,64,23.6,94.8,118.4,6.9,0.928,82.535,32.172,76.47059,1.137,113.386,77.073,5.0,118.4,94.8,-1.4,0.63,10.393,15.098,73.52941,1.118,111.766,76.369,1,18.6,-23.60000000000001,23.60000000000001,8.3,0.29800000000000004,72.142,17.073999999999998,2.941180000000003,0.018999999999999906,1.6199999999999903,0.7039999999999935
487,2014,North Carolina,6,32,64,Providence,11,64,17.8,93.9,111.7,4.2,0.88,85.624,30.458,71.875,1.082,107.984,77.277,13.7,111.7,93.9,1.2,0.815,43.138,27.234,64.70588,1.088,109.064,78.576,1,4.100000000000001,-17.799999999999997,17.799999999999997,3.0,0.06500000000000006,42.486,3.2239999999999966,7.169120000000007,-0.006000000000000005,-1.0799999999999983,-1.2989999999999924
488,2014,Iowa St.,3,16,64,North Carolina Central,14,64,19.8,96.8,116.6,7.5,0.895,47.303,31.563,78.78788,1.131,113.458,76.666,6.9,116.6,96.8,-0.6,0.684,2.483,10.219,83.87097,1.106,110.774,76.001,1,12.9,-19.799999999999997,19.799999999999997,8.1,0.21099999999999997,44.82,21.344,-5.0830899999999986,0.02499999999999991,2.6839999999999975,0.664999999999992
489,2014,Connecticut,7,1,64,Saint Joseph's,10,64,18.8,92.8,111.6,4.7,0.893,59.433,27.116,76.47059,1.086,108.213,77.542,15.1,111.6,92.8,2.1,0.839,38.758,22.509,72.72727,1.078,107.73,77.351,1,3.700000000000001,-18.799999999999997,18.799999999999997,2.6,0.05400000000000005,20.674999999999997,4.606999999999999,3.743319999999997,0.008000000000000007,0.4829999999999899,0.1910000000000025
490,2014,Villanova,2,32,64,Milwaukee,15,64,23.3,92.8,116.1,8.3,0.929,68.549,27.216,87.5,1.142,114.183,77.532,0.0,116.1,92.8,-6.1,0.5,6.6,13.476,60.60606,1.03,103.161,76.747,1,23.3,-23.299999999999997,23.299999999999997,14.4,0.42900000000000005,61.949000000000005,13.74,26.89394,0.11199999999999988,11.022000000000006,0.7849999999999966
491,2014,Arizona,1,8,64,Weber St.,16,64,28.3,86.7,115.0,9.4,0.963,82.869,28.319,88.23529,1.121,112.267,77.558,-1.4,115.0,86.7,-6.9,0.462,6.732,9.596,60.71429,1.105,110.674,77.16,1,29.7,-28.299999999999997,28.299999999999997,16.3,0.5009999999999999,76.137,18.723,27.521000000000008,0.016000000000000014,1.5929999999999893,0.39800000000001035
492,2014,Gonzaga,8,32,64,Oklahoma St.,9,64,20.7,93.9,114.6,4.0,0.908,47.31,19.867,81.81818,1.14,113.905,76.999,21.9,114.6,93.9,1.4,0.917,69.881,28.791,63.63636,1.133,113.295,76.211,1,-1.1999999999999993,-20.69999999999999,20.69999999999999,2.6,-0.009000000000000008,-22.570999999999998,-8.924,18.181819999999995,0.006999999999999895,0.6099999999999994,0.7879999999999967
493,2014,Oklahoma,5,64,64,North Dakota St.,12,32,18.6,99.8,118.4,4.1,0.877,61.684,29.271,71.875,1.132,113.353,76.84,9.9,118.4,99.8,0.2,0.738,6.109,14.3,78.57143,1.166,116.89,77.811,0,8.700000000000001,-18.60000000000001,18.60000000000001,3.8999999999999995,0.139,55.574999999999996,14.971,-6.6964300000000065,-0.03400000000000003,-3.537000000000006,-0.9710000000000036
494,2014,San Diego St.,4,16,64,New Mexico St.,13,64,17.8,90.6,108.4,6.0,0.887,55.124,22.259,87.09677,1.07,106.932,78.555,10.0,108.4,90.6,-2.3,0.746,18.464,13.619,73.52941,1.137,113.903,77.679,1,7.800000000000001,-17.80000000000001,17.80000000000001,8.3,0.14100000000000001,36.660000000000004,8.64,13.567360000000008,-0.06699999999999995,-6.971000000000004,0.8760000000000048
495,2014,Baylor,6,16,64,Nebraska,11,64,17.0,101.1,118.1,3.1,0.857,51.342,30.866,66.66667,1.138,114.101,77.66,12.6,118.1,101.1,1.3,0.805,46.368,31.541,61.29032,1.026,102.429,77.264,1,4.4,-17.0,17.0,1.8,0.051999999999999935,4.973999999999997,-0.6750000000000007,5.376349999999995,0.11199999999999988,11.671999999999997,0.3960000000000008
496,2014,Creighton,3,32,64,Louisiana Lafayette,14,64,26.1,100.4,126.5,5.6,0.935,27.104,26.415,78.78788,1.214,121.422,76.528,6.0,126.5,100.4,-3.8,0.655,7.218,16.225,64.51613,1.1,110.051,75.913,1,20.1,-26.099999999999994,26.099999999999994,9.399999999999999,0.28,19.886,10.189999999999998,14.271749999999997,0.11399999999999988,11.370999999999995,0.6150000000000091
497,2014,Oregon,7,32,64,BYU,10,64,16.7,100.6,117.3,2.6,0.854,58.907,25.655,71.875,1.147,114.697,75.908,13.8,117.3,100.6,0.6,0.815,40.749,24.303,66.66667,1.125,112.555,77.861,1,2.8999999999999986,-16.700000000000003,16.700000000000003,2.0,0.039000000000000035,18.157999999999994,1.3520000000000003,5.208330000000004,0.02200000000000002,2.141999999999996,-1.953000000000003
498,2014,Wisconsin,2,4,64,American,15,64,25.3,96.6,121.9,7.9,0.936,66.98,32.853,78.78788,1.152,115.242,76.946,5.0,121.9,96.6,-5.5,0.639,0.727,13.329,62.5,1.047,104.931,76.437,1,20.3,-25.30000000000001,25.30000000000001,13.4,0.29700000000000004,66.253,19.524,16.28788,0.10499999999999998,10.311000000000007,0.5090000000000003
499,2014,Wichita St.,1,32,64,Cal Poly,16,64,22.0,93.5,115.5,8.1,0.919,8.712,15.817,100.0,1.158,115.962,76.437,-1.1,115.5,93.5,-10.7,0.47,3.745,19.389,36.66667,1.022,102.501,76.193,1,23.1,-22.0,22.0,18.799999999999997,0.44900000000000007,4.967,-3.571999999999999,63.33333,0.1359999999999999,13.460999999999999,0.24399999999999977
500,2014,Kentucky,8,2,64,Kansas St.,9,64,20.2,95.7,115.9,3.9,0.901,93.139,29.5,70.58824,1.124,112.311,79.303,15.1,115.9,95.7,0.5,0.849,59.93,28.247,62.5,1.048,105.093,76.486,1,5.1,-20.200000000000003,20.200000000000003,3.4,0.052000000000000046,33.208999999999996,1.2530000000000001,8.088239999999999,0.07600000000000007,7.2180000000000035,2.816999999999993
501,2014,Saint Louis,5,32,64,North Carolina St.,12,64,15.4,90.0,105.4,3.8,0.86,14.572,21.668,80.64516,1.032,103.028,76.18,11.6,105.4,90.0,0.6,0.776,63.363,29.638,61.76471,1.08,108.169,78.164,1,3.8000000000000007,-15.400000000000006,15.400000000000006,3.1999999999999997,0.08399999999999996,-48.791,-7.970000000000002,18.880450000000003,-0.04800000000000004,-5.140999999999991,-1.9839999999999947
502,2014,Louisville,4,16,64,Manhattan,13,64,31.0,88.2,119.2,5.3,0.97,58.072,21.304,85.29412,1.188,118.693,76.472,9.0,119.2,88.2,-0.5,0.734,5.007,12.444,78.125,1.075,107.54,76.377,1,22.0,-31.0,31.0,5.8,0.236,53.065000000000005,8.859999999999998,7.169120000000007,0.11299999999999999,11.152999999999992,0.09499999999999886
